,FieldID,Proteomics_cases,UKB_cases,Path,Category,Field,Items,Stability,ValueType,Units,ItemType
348,131276,195,1001,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I05 first reported (rheumatic mitral valve diseases),1001,Ongoing,Date,,Data
349,132532,141,1100,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q61 first reported (cystic kidney disease),1100,Ongoing,Date,,Data
350,131704,86,799,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L04 first reported (acute lymphadenitis),799,Ongoing,Date,,Data
351,131102,652,5164,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G81 first reported (hemiplegia),5164,Ongoing,Date,,Data
352,131626,405,3504,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K50 first reported (crohn's disease [regional enteritis]),3504,Ongoing,Date,,Data
353,131454,66,429,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J17 first reported (pneumonia in diseases classified elsewhere),429,Ongoing,Date,,Data
354,131586,2731,24407,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K22 first reported (other diseases of oesophagus),24407,Ongoing,Date,,Data
355,131078,347,2971,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G58 first reported (other mononeuropathies),2971,Ongoing,Date,,Data
356,132472,91,799,Health-related outcomes > First occurrences > Congenital disruptions and chromosomal abnormalities,2417,Date Q23 first reported (congenital malformations of aortic and mitral valves),799,Ongoing,Date,,Data
357,130706,661,5414,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E10 first reported (insulin-dependent diabetes mellitus),5414,Ongoing,Date,,Data
358,131196,90,585,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H46 first reported (optic neuritis),585,Ongoing,Date,,Data
359,131940,178,1575,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M66 first reported (spontaneous rupture of synovium and tendon),1575,Ongoing,Date,,Data
360,132090,66,572,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N49 first reported (inflammatory disorders of male genital organs, not elsewhere classified)",572,Ongoing,Date,,Data
361,132192,288,2866,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O16 first reported (unspecified maternal hypertension),2866,Ongoing,Date,,Data
362,131534,2281,18648,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J90 first reported (pleural effusion, not elsewhere classified)",18648,Ongoing,Date,,Data
363,131630,3567,31159,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K52 first reported (other non-infective gastro-enteritis and colitis),31159,Ongoing,Date,,Data
364,131208,1641,15636,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H52 first reported (disorders of refraction and accommodation),15636,Ongoing,Date,,Data
365,131080,57,370,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G59 first reported (mononeuropathy in diseases classified elsewhere),370,Ongoing,Date,,Data
366,131706,187,1644,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L05 first reported (pilonidal cyst),1644,Ongoing,Date,,Data
367,130244,66,503,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B44 first reported (aspergillosis),503,Ongoing,Date,,Data
368,130920,73,615,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F51 first reported (nonorganic sleep disorders),615,Ongoing,Date,,Data
369,131214,101,839,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H55 first reported (nystagmus and other irregular eye movements),839,Ongoing,Date,,Data
370,130894,7017,63291,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F32 first reported (depressive episode),63291,Ongoing,Date,,Data
371,130964,57,499,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F81 first reported (specific developmental disorders of scholastic skills),499,Ongoing,Date,,Data
372,132230,160,1418,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O42 first reported (premature rupture of membranes),1418,Ongoing,Date,,Data
373,131822,727,6750,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L90 first reported (atrophic disorders of skin),6750,Ongoing,Date,,Data
374,131958,3667,33286,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M77 first reported (other enthesopathies),33286,Ongoing,Date,,Data
375,131184,674,5517,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H36 first reported (retinal disorders in diseases classified elsewhere),5517,Ongoing,Date,,Data
376,131042,510,2596,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G35 first reported (multiple sclerosis),2596,Ongoing,Date,,Data
377,131076,651,5427,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G57 first reported (mononeuropathies of lower limb),5427,Ongoing,Date,,Data
378,130878,103,724,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F22 first reported (persistent delusional disorders),724,Ongoing,Date,,Data
379,130658,790,6460,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D69 first reported (purpura and other haemorrhagic conditions),6460,Ongoing,Date,,Data
380,131222,2558,22237,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H60 first reported (otitis externa),22237,Ongoing,Date,,Data
381,131918,2097,18179,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M48 first reported (other spondylopathies),18179,Ongoing,Date,,Data
382,132128,1537,14037,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N83 first reported (noninflammatory disorders of ovary, fallopian tube and broad ligament)",14037,Ongoing,Date,,Data
383,131924,3349,29631,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M51 first reported (other intervertebral disk disorders),29631,Ongoing,Date,,Data
384,131668,386,3415,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K75 first reported (other inflammatory liver diseases),3415,Ongoing,Date,,Data
385,130632,85,759,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D56 first reported (thalassaemia),759,Ongoing,Date,,Data
386,132262,79,807,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O69 first reported (labour and delivery complicated by umbilical cord complications),807,Ongoing,Date,,Data
387,131702,3986,34420,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L03 first reported (cellulitis),34420,Ongoing,Date,,Data
388,130226,3791,33158,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B35 first reported (dermatophytosis),33158,Ongoing,Date,,Data
389,131548,2895,24476,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J98 first reported (other respiratory disorders),24476,Ongoing,Date,,Data
390,131982,104,1067,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M90 first reported (osteopathies in diseases classified elsewhere),1067,Ongoing,Date,,Data
391,131262,1854,16478,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H92 first reported (otalgia and effusion of ear),16478,Ongoing,Date,,Data
392,131848,172,1534,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M05 first reported (seropositive rheumatoid arthritis),1534,Ongoing,Date,,Data
393,131962,364,2773,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M80 first reported (osteoporosis with pathological fracture),2773,Ongoing,Date,,Data
394,130718,659,5289,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E16 first reported (other disorders of pancreatic internal secretion),5289,Ongoing,Date,,Data
395,131590,1531,13475,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K25 first reported (gastric ulcer),13475,Ongoing,Date,,Data
396,132120,60,562,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N77 first reported (vulvovaginal ulceration and inflammation in diseases classified elsewhere),562,Ongoing,Date,,Data
397,131580,499,4167,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K14 first reported (diseases of tongue),4167,Ongoing,Date,,Data
398,131088,238,1778,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G63 first reported (polyneuropathy in diseases classified elsewhere),1778,Ongoing,Date,,Data
399,132264,710,6890,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O70 first reported (perineal laceration during delivery),6890,Ongoing,Date,,Data
400,132056,666,5196,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N31 first reported (neuromuscular dysfunction of bladder, not elsewhere classified)",5196,Ongoing,Date,,Data
401,130854,1493,13526,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F10 first reported (mental and behavioural disorders due to use of alcohol),13526,Ongoing,Date,,Data
402,131560,974,8591,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K04 first reported (diseases of pulp and periapical tissues),8591,Ongoing,Date,,Data
403,131614,181,1702,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K41 first reported (femoral hernia),1702,Ongoing,Date,,Data
404,131168,81,791,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H27 first reported (other disorders of lens),791,Ongoing,Date,,Data
405,131216,964,8549,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H57 first reported (other disorders of eye and adnexa),8549,Ongoing,Date,,Data
406,131828,194,552,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L93 first reported (lupus erythematosus),552,Ongoing,Date,,Data
407,131600,2343,21066,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K30 first reported (dyspepsia),21066,Ongoing,Date,,Data
408,130874,180,1461,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F20 first reported (schizophrenia),1461,Ongoing,Date,,Data
409,130890,78,547,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F30 first reported (manic episode),547,Ongoing,Date,,Data
410,131240,83,776,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H71 first reported (cholesteatoma of middle ear),776,Ongoing,Date,,Data
411,130198,59,493,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B17 first reported (other acute viral hepatitis),493,Ongoing,Date,,Data
412,130908,99,959,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F42 first reported (obsessive-compulsive disorder),959,Ongoing,Date,,Data
413,132186,86,836,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O13 first reported (gestational [pregnancy-induced] hypertension without significant proteinuria),836,Ongoing,Date,,Data
414,131618,880,8053,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K43 first reported (ventral hernia),8053,Ongoing,Date,,Data
415,130254,73,558,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B49 first reported (unspecified mycosis),558,Ongoing,Date,,Data
416,131670,1854,16911,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K76 first reported (other diseases of liver),16911,Ongoing,Date,,Data
417,131132,2087,18668,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H02 first reported (other disorders of eyelid),18668,Ongoing,Date,,Data
418,131000,121,922,Health-related outcomes > First occurrences > Nervous system disorders,2406,"Date G04 first reported (encephalitis, myelitis and encephalomyelitis)",922,Ongoing,Date,,Data
419,131790,746,6363,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L70 first reported (acne),6363,Ongoing,Date,,Data
420,131210,1731,14588,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H53 first reported (visual disturbances),14588,Ongoing,Date,,Data
421,131734,157,1490,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L27 first reported (dermatitis due to substances taken internally),1490,Ongoing,Date,,Data
422,131390,518,3879,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I77 first reported (other disorders of arteries and arterioles),3879,Ongoing,Date,,Data
423,131870,3129,29174,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M16 first reported (coxarthrosis [arthrosis of hip]),29174,Ongoing,Date,,Data
424,131424,649,5607,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J00 first reported (acute nasopharyngitis [common cold]),5607,Ongoing,Date,,Data
425,131344,1061,8932,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I45 first reported (other conduction disorders),8932,Ongoing,Date,,Data
426,131546,1334,9613,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J96 first reported (respiratory failure, not elsewhere classified)",9613,Ongoing,Date,,Data
427,131698,160,1504,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L01 first reported (impetigo),1504,Ongoing,Date,,Data
428,131692,3182,27424,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K92 first reported (other diseases of digestive system),27424,Ongoing,Date,,Data
429,131910,812,7303,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M43 first reported (other deforming dorsopathies),7303,Ongoing,Date,,Data
430,131926,727,6590,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,"Date M53 first reported (other dorsopathies, not elsewhere classified)",6590,Ongoing,Date,,Data
431,131812,490,4175,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L85 first reported (other epidermal thickening),4175,Ongoing,Date,,Data
432,130898,115,945,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F34 first reported (persistent mood [affective] disorders),945,Ongoing,Date,,Data
433,130888,90,700,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F29 first reported (unspecified nonorganic psychosis),700,Ongoing,Date,,Data
434,132194,187,1554,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O20 first reported (haemorrhage in early pregnancy),1554,Ongoing,Date,,Data
435,130644,54,483,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D62 first reported (acute posthaemorrhagic anaemia),483,Ongoing,Date,,Data
436,131538,381,3099,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J92 first reported (pleural plaque),3099,Ongoing,Date,,Data
437,130188,1962,17936,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B07 first reported (viral warts),17936,Ongoing,Date,,Data
438,130218,457,3950,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B27 first reported (infectious mononucleosis),3950,Ongoing,Date,,Data
439,130836,547,3290,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F00 first reported (dementia in alzheimer's disease),3290,Ongoing,Date,,Data
440,130228,674,5907,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B36 first reported (other superficial mycoses),5907,Ongoing,Date,,Data
441,130670,359,3086,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D75 first reported (other diseases of blood and blood-forming organs),3086,Ongoing,Date,,Data
442,131286,22410,203450,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I10 first reported (essential (primary) hypertension),203450,Ongoing,Date,,Data
443,132072,4180,37123,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N40 first reported (hyperplasia of prostate),37123,Ongoing,Date,,Data
444,132078,360,2983,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N43 first reported (hydrocele and spermatocele),2983,Ongoing,Date,,Data
445,131716,126,1062,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L13 first reported (other bullous disorders),1062,Ongoing,Date,,Data
446,131016,380,830,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G12 first reported (spinal muscular atrophy and related syndromes),830,Ongoing,Date,,Data
447,131836,5658,49776,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,"Date L98 first reported (other disorders of skin and subcutaneous tissue, not elsewhere classified)",49776,Ongoing,Date,,Data
448,130902,112,1032,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F39 first reported (unspecified mood [affective] disorder),1032,Ongoing,Date,,Data
449,131928,9256,83554,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M54 first reported (dorsalgia),83554,Ongoing,Date,,Data
450,131824,600,5327,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L91 first reported (hypertrophic disorders of skin),5327,Ongoing,Date,,Data
451,131852,191,1648,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M07 first reported (psoriatic and enteropathic arthropathies),1648,Ongoing,Date,,Data
452,130014,64,536,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A07 first reported (other protozoal intestinal diseases),536,Ongoing,Date,,Data
453,131652,434,3922,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K65 first reported (peritonitis),3922,Ongoing,Date,,Data
454,131464,5713,52044,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J30 first reported (vasomotor and allergic rhinitis),52044,Ongoing,Date,,Data
455,131522,53,470,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J80 first reported (adult respiratory distress syndrome),470,Ongoing,Date,,Data
456,131306,6439,56060,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I25 first reported (chronic ischaemic heart disease),56060,Ongoing,Date,,Data
457,131316,499,4036,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I31 first reported (other diseases of pericardium),4036,Ongoing,Date,,Data
458,132030,3379,26708,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N17 first reported (acute renal failure),26708,Ongoing,Date,,Data
459,130082,416,3344,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A49 first reported (bacterial infection of unspecified site),3344,Ongoing,Date,,Data
460,131444,453,3839,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J12 first reported (viral pneumonia, not elsewhere classified)",3839,Ongoing,Date,,Data
461,131180,369,2949,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H34 first reported (retinal vascular occlusions),2949,Ongoing,Date,,Data
462,130736,270,2392,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E28 first reported (ovarian dysfunction),2392,Ongoing,Date,,Data
463,131474,215,2015,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J35 first reported (chronic diseases of tonsils and adenoids),2015,Ongoing,Date,,Data
464,130344,182,1388,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B99 first reported (other and unspecified infectious diseases),1388,Ongoing,Date,,Data
465,131126,339,2909,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G99 first reported (other disorders of nervous system in diseases classified elsewhere),2909,Ongoing,Date,,Data
466,131252,1523,13530,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,Date H81 first reported (disorders of vestibular function),13530,Ongoing,Date,,Data
467,132110,239,2153,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N72 first reported (inflammatory disease of cervix uteri),2153,Ongoing,Date,,Data
468,130806,61,455,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E74 first reported (other disorders of carbohydrate metabolism),455,Ongoing,Date,,Data
469,131556,720,6610,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K02 first reported (dental caries),6610,Ongoing,Date,,Data
470,131300,113,969,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I22 first reported (subsequent myocardial infarction),969,Ongoing,Date,,Data
471,130858,58,460,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F12 first reported (mental and behavioural disorders due to use of cannabinoids),460,Ongoing,Date,,Data
472,131990,363,3020,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M94 first reported (other disorders of cartilage),3020,Ongoing,Date,,Data
473,131608,844,7721,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K37 first reported (unspecified appendicitis),7721,Ongoing,Date,,Data
474,131722,1228,10112,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L21 first reported (seborrhoeic dermatitis),10112,Ongoing,Date,,Data
475,130892,302,2649,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F31 first reported (bipolar affective disorder),2649,Ongoing,Date,,Data
476,132046,66,534,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N26 first reported (unspecified contracted kidney),534,Ongoing,Date,,Data
477,131288,130,1117,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I11 first reported (hypertensive heart disease),1117,Ongoing,Date,,Data
478,132084,61,609,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N46 first reported (male infertility),609,Ongoing,Date,,Data
479,131308,1585,13432,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I26 first reported (pulmonary embolism),13432,Ongoing,Date,,Data
480,131574,422,3771,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K11 first reported (diseases of salivary glands),3771,Ongoing,Date,,Data
481,131120,78,645,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G96 first reported (other disorders of central nervous system),645,Ongoing,Date,,Data
482,131502,110,823,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J61 first reported (pneumoconiosis due to asbestos and other mineral fibres),823,Ongoing,Date,,Data
483,131862,96,787,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M12 first reported (other specific arthropathies),787,Ongoing,Date,,Data
484,131914,588,5391,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M46 first reported (other inflammatory spondylopathies),5391,Ongoing,Date,,Data
485,130174,608,5203,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date B00 first reported (herpesviral [herpes simplex] infections),5203,Ongoing,Date,,Data
486,131746,191,1659,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L42 first reported (pityriasis rosea),1659,Ongoing,Date,,Data
487,132138,383,3554,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N88 first reported (other noninflammatory disorders of cervix uteri),3554,Ongoing,Date,,Data
488,132260,464,4330,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O68 first reported (labour and delivery complicated by foetal stress [distress]),4330,Ongoing,Date,,Data
489,131498,911,7390,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J47 first reported (bronchiectasis),7390,Ongoing,Date,,Data
490,131046,128,683,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G37 first reported (other demyelinating diseases of central nervous system),683,Ongoing,Date,,Data
491,131810,459,3946,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L84 first reported (corns and callosities),3946,Ongoing,Date,,Data
492,131354,2826,21429,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I50 first reported (heart failure),21429,Ongoing,Date,,Data
493,131414,383,3438,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I89 first reported (other non-infective disorders of lymphatic vessels and lymph nodes),3438,Ongoing,Date,,Data
494,131742,1774,15999,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,2412,Date L40 first reported (psoriasis),15999,Ongoing,Date,,Data
495,131178,839,7943,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H33 first reported (retinal detachments and breaks),7943,Ongoing,Date,,Data
496,132162,124,1076,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",2415,Date O00 first reported (ectopic pregnancy),1076,Ongoing,Date,,Data
497,130070,2268,18455,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,2401,Date A41 first reported (other septicaemia),18455,Ongoing,Date,,Data
498,131220,74,704,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,"Date H59 first reported (postprocedural disorders of eye and adnexa, not elsewhere classified)",704,Ongoing,Date,,Data
499,131408,270,2329,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I86 first reported (varicose veins of other sites),2329,Ongoing,Date,,Data
500,131644,422,3443,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K61 first reported (abscess of anal and rectal regions),3443,Ongoing,Date,,Data
501,131942,1342,12447,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M67 first reported (other disorders of synovium and tendon),12447,Ongoing,Date,,Data
502,131648,4396,40112,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K63 first reported (other diseases of intestine),40112,Ongoing,Date,,Data
503,130724,148,1328,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",2404,Date E22 first reported (hyperfunction of pituitary gland),1328,Ongoing,Date,,Data
504,132152,4411,39727,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N95 first reported (menopausal and other perimenopausal disorders),39727,Ongoing,Date,,Data
505,131554,320,2888,Health-related outcomes > First occurrences > Digestive system disorders,2411,Date K01 first reported (embedded and impacted teeth),2888,Ongoing,Date,,Data
506,131264,2171,19178,Health-related outcomes > First occurrences > Ear and mastoid process disorders,2408,"Date H93 first reported (other disorders of ear, not elsewhere classified)",19178,Ongoing,Date,,Data
507,132054,2170,19614,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N30 first reported (cystitis),19614,Ongoing,Date,,Data
508,132146,3145,29931,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,"Date N92 first reported (excessive, frequent and irregular menstruation)",29931,Ongoing,Date,,Data
509,131884,2496,23868,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M23 first reported (internal derangement of knee),23868,Ongoing,Date,,Data
510,132150,1250,12439,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N94 first reported (pain and other conditions associated with female genital organs and menstrual cycle),12439,Ongoing,Date,,Data
511,131544,118,886,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J95 first reported (postprocedural respiratory disorders, not elsewhere classified)",886,Ongoing,Date,,Data
512,132066,216,1832,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N36 first reported (other disorders of urethra),1832,Ongoing,Date,,Data
513,131202,106,987,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H49 first reported (paralytic strabismus),987,Ongoing,Date,,Data
514,131192,272,2296,Health-related outcomes > First occurrences > Eye and adnexa disorders,2407,Date H44 first reported (disorders of globe),2296,Ongoing,Date,,Data
515,130638,60,401,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",2403,Date D59 first reported (acquired haemolytic anaemia),401,Ongoing,Date,,Data
516,131310,905,3460,Health-related outcomes > First occurrences > Circulatory system disorders,2409,Date I27 first reported (other pulmonary heart diseases),3460,Ongoing,Date,,Data
517,132038,225,2024,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N21 first reported (calculus of lower urinary tract),2024,Ongoing,Date,,Data
518,131028,68,403,Health-related outcomes > First occurrences > Nervous system disorders,2406,Date G23 first reported (other degenerative diseases of basal ganglia),403,Ongoing,Date,,Data
519,130904,504,4499,Health-related outcomes > First occurrences > Mental and behavioural disorders,2405,Date F40 first reported (phobic anxiety disorders),4499,Ongoing,Date,,Data
520,131888,10472,94171,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,"Date M25 first reported (other joint disorders, not elsewhere classified)",94171,Ongoing,Date,,Data
521,132082,370,3194,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N45 first reported (orchitis and epididymitis),3194,Ongoing,Date,,Data
522,131986,83,710,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,2413,Date M92 first reported (other juvenile osteochondrosis),710,Ongoing,Date,,Data
523,132042,621,5730,Health-related outcomes > First occurrences > Genitourinary system disorders,2414,Date N23 first reported (unspecified renal colic),5730,Ongoing,Date,,Data
